1 29 3
1 151 4
1 176 1
1 205 1
1 208 14
1 220 10
1 258 1
1 275 1
1 303 3
1 304 4
1 350 1
1 473 6
1 490 1
1 658 1
1 667 1
1 828 1
1 834 1
1 866 2
1 905 8
1 970 9
1 1024 1
1 1069 2
1 1154 2
1 1323 6
1 1352 1
1 1353 8
1 1618 21
1 1620 5
1 1621 1
1 1622 10
1 1740 2
1 1741 1
1 1743 7
1 1744 1
1 1745 1
1 1754 7
1 1802 1
1 1807 2
1 1834 3
1 2451 1
1 2561 1
1 2752 1
1 2765 2
1 2799 6
1 3058 4
1 3068 11
1 3077 4
1 3083 2
1 3219 1
1 3418 1
1 3421 4
1 3498 1
1 3534 2
1 3555 1
1 3576 1
1 3577 1
1 3579 1
1 3621 1
1 3720 1
1 3925 1
1 3955 1
1 3956 2
1 4068 2
1 4070 1
1 4071 1
1 4072 1
1 4073 1
1 4074 2
1 4075 1
1 4076 1
1 4077 1
1 4078 1
1 4079 1
1 4080 1
1 4081 1
1 4082 1
1 4083 1
1 4084 2
1 4085 1
1 4086 1
1 4087 1
1 4088 2
1 4089 1
1 4090 2
1 4091 3
1 4092 3
1 4093 1
1 4094 2
1 4095 3
1 4096 1
1 4097 2
1 4098 1
1 4099 1
1 4100 2
1 4101 1
1 4102 1
1 4103 2
1 4104 1
1 4105 1
1 4106 1
1 4107 2
1 4108 1
1 4109 2
1 4110 7
1 4111 2
1 4112 3
1 4113 1
1 4114 1
1 4115 1
1 4121 9
1 4134 1
1 4142 2
1 4143 1
1 4144 4
1 4148 5
1 4159 3
1 4160 5
1 4162 2
1 4172 1
1 4177 1
1 4186 1
1 4203 1
1 4208 1
1 4212 4
1 4223 2
1 4224 2
1 4229 1
1 4233 1
1 4256 1
1 4273 1
1 4278 1
1 4310 4
1 4311 2
1 4312 7
1 4316 1
1 4317 1
1 4318 1
1 4331 1
1 4335 1
1 4336 1
1 4342 5
1 4354 1
1 4359 1
1 4361 1
1 4363 1
1 4364 1
1 4365 1
1 4366 1
1 4367 1
1 4368 1
1 4369 4
1 4370 1
1 4371 1
1 4372 1
1 4373 1
1 4374 2
1 4375 1
1 4376 3
1 4377 1
1 4378 1
1 4379 1
1 4380 1
1 4381 1
1 4382 2
1 4383 1
1 4384 1
1 4385 1
1 4386 1
1 4387 1
1 4388 1
1 4389 2
1 4390 3
1 4391 1
1 4392 2
1 4393 1
1 4394 2
1 4395 1
1 4396 1
1 4397 2
1 4398 1
1 4399 1
1 4400 1
1 4401 1
1 4409 1
1 4413 1
1 4436 1
1 4437 1
1 4451 1
1 4458 1
1 4495 3
1 4496 1
1 4527 1
1 4533 1
1 4535 2
1 4539 1
1 4573 1
1 4583 3
1 4584 1
1 4596 1
1 4600 1
1 4606 1
1 4611 1
1 4613 2
1 4625 1
1 4639 1
1 4675 1
1 4688 5
1 4697 1
1 4715 7
1 4787 1
